Company,OS,Processor,TypeName,VC,Ram,TS,Weight,HDD,SSD,IPS,Inches,PPI,Price
Acer,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.4,512,0,0,15.6,100.0,29783.52
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.44,0,256,1,13.3,166.0,51148.8
Lenovo,WindowsOS,Intel Core i7,Notebook,Intel,4,0,1.85,1024,0,0,15.6,141.0,41505.12
HP,WindowsOS,Intel Core i7,Workstation,Nvidia,16,0,2.6,0,256,0,15.6,141.0,128884.32
Dell,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.55,1024,0,0,13.3,166.0,35111.52
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,1.8,1024,256,0,15.6,141.0,111593.8944
Acer,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.4,512,0,0,15.6,100.0,21887.424
Dell,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.0,1024,128,0,15.6,141.0,64308.96
Dell,WindowsOS,Intel Core i3,Notebook,Intel,8,0,2.0,0,256,0,15.6,100.0,35431.2
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,8,1,1.25,0,256,1,14.0,157.0,81784.8
Lenovo,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.7,0,256,0,14.0,157.0,53226.72
Lenovo,WindowsOS,Intel Core i7,Workstation,Nvidia,16,0,2.5,0,1024,1,15.6,282.0,175770.72
Acer,OtherOS,Other Intel Processor,Notebook,Intel,2,0,1.68,0,0,0,14.0,112.0,17582.399999999998
Samsung,WindowsOS,Intel Core i7,Ultrabook,Intel,16,0,0.81,0,256,0,13.3,166.0,87858.72
HP,WindowsOS,Intel Core i3,Notebook,Intel,8,0,1.86,0,256,0,15.6,141.0,28717.92
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.6,0,256,0,14.0,112.0,60031.1088
HP,WindowsOS,Other Intel Processor,Workstation,Nvidia,16,0,3.0,0,256,1,17.3,127.0,233845.92
Lenovo,WindowsOS,Other Intel Processor,Notebook,Intel,4,1,1.4,0,128,0,11.6,135.0,25308.0
HP,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.84,0,256,0,15.6,141.0,101232.0
Asus,OtherOS,Intel Core i5,Notebook,Nvidia,4,0,2.45,1024,0,0,15.6,100.0,30849.12
Lenovo,WindowsOS,Intel Core i5,Ultrabook,Intel,4,0,1.7,0,128,0,14.0,157.0,58394.88
Asus,WindowsOS,Intel Core i7,Notebook,Intel,4,0,2.37,0,256,0,15.6,100.0,45282.672
Lenovo,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.3,0,256,1,13.3,276.0,63882.72
HP,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,2.2,1024,128,1,15.6,141.0,58554.72
HP,WindowsOS,Intel Core i7,Workstation,Nvidia,8,0,2.59,0,256,0,15.6,141.0,83170.08
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.42,1024,256,1,15.6,282.0,152859.7872
Acer,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.1,0,256,0,15.6,100.0,31914.72
Lenovo,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.5,1024,128,1,15.6,141.0,55837.44
Dell,WindowsOS,Intel Core i7,Ultrabook,Intel,16,0,1.18,0,256,0,13.3,166.0,99047.52
Google,OtherOS,Intel Core i5,Ultrabook,Intel,8,1,1.1,0,256,0,13.3,217.0,83063.52
Asus,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.2,0,256,1,13.3,276.0,60153.12
Dell,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.65,512,0,0,13.3,118.0,45234.72
Acer,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.6,0,128,0,13.3,118.0,34898.4
Asus,WindowsOS,Other Intel Processor,Notebook,Nvidia,4,0,2.8,1024,0,0,17.3,91.0,25059.715199999995
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,1,2.72,1024,128,1,15.6,282.0,58554.72
Samsung,WindowsOS,Intel Core i7,Ultrabook,Intel,8,1,1.31,0,256,0,13.3,166.0,85194.72
Acer,LinuxOS,Other Intel Processor,Notebook,Intel,4,0,2.1,1024,0,0,15.6,100.0,15877.44
Dell,WindowsOS,Intel Core i7,Notebook,AMD,16,0,2.3,0,256,0,15.6,141.0,62938.0656
Samsung,WindowsOS,Intel Core i7,Convertible,AMD,16,1,1.71,0,256,0,15.6,141.0,95850.72
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.75,0,128,1,14.0,112.0,54345.6
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.62,1024,0,0,15.6,141.0,58554.72
HP,WindowsOS,Intel Core i5,Ultrabook,Intel,4,0,1.26,0,256,0,13.3,118.0,66280.31999999999
Asus,WindowsOS,Intel Core i7,Convertible,Nvidia,12,1,2.3,2048,0,0,15.6,141.0,44701.92
Lenovo,WindowsOS,Intel Core i7,Notebook,Nvidia,16,0,2.5,0,512,0,15.6,282.0,126273.6
Acer,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.8,0,128,1,14.0,157.0,33886.08
Razer,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,1.95,0,512,0,14.0,157.0,154458.72
Asus,WindowsOS,Other Intel Processor,Notebook,Intel,8,0,2.0,0,128,0,15.6,141.0,31003.632
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,32,0,4.42,1024,1024,1,17.3,127.0,191211.264
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.3,1024,256,1,17.3,127.0,125208.0
Toshiba,WindowsOS,Intel Core i7,Ultrabook,Nvidia,16,0,1.47,0,512,1,14.0,157.0,93985.92
Lenovo,OtherOS,Other Intel Processor,Notebook,Intel,8,0,2.2,1024,0,0,15.6,100.0,17529.12
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,16,0,1.7,0,512,0,14.0,157.0,122490.72
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,1.6,1024,256,1,14.0,157.0,100752.48
MSI,WindowsOS,Intel Core i5,Gaming,Nvidia,8,0,2.2,1024,128,0,15.6,141.0,58021.92
Lenovo,WindowsOS,Intel Core i7,Gaming,Nvidia,4,0,2.4,1024,0,1,15.6,141.0,53226.72
Acer,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.2,1024,256,1,17.3,127.0,122490.72
Dell,WindowsOS,Intel Core i5,Gaming,Nvidia,8,0,2.62,0,256,0,15.6,141.0,52480.8
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.24,1024,128,0,15.6,141.0,71341.92
Vero,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.22,0,0,0,14.0,157.0,10810.512
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.37,0,512,1,13.3,166.0,104961.6
Lenovo,WindowsOS,Intel Core i5,Convertible,AMD,8,1,2.08,0,256,0,15.6,141.0,51095.52
Apple,MacOS,Other Intel Processor,Ultrabook,Intel,8,0,0.92,0,0,1,11.6,234.0,62071.2
Lenovo,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.42,0,256,1,14.0,210.0,124142.4
Asus,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.63,0,0,0,14.0,112.0,15930.72
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.95,0,128,0,15.6,100.0,43156.8
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.38,0,256,1,14.0,157.0,71874.72
Dell,WindowsOS,Intel Core i3,Notebook,AMD,8,0,2.0,0,256,0,15.6,141.0,39373.92
HP,WindowsOS,Intel Core i7,Workstation,Nvidia,8,0,3.14,0,256,0,15.6,141.0,110017.872
Asus,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.37,0,256,0,15.6,141.0,58554.72
Dell,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.29,0,256,0,13.3,166.0,79866.72
Dell,WindowsOS,Intel Core i5,Notebook,Nvidia,8,1,2.06,0,256,0,15.6,282.0,93186.72
Dell,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.63,0,128,0,11.6,135.0,39640.32
HP,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.26,0,256,0,13.3,118.0,74005.92
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.1,512,0,0,15.6,100.0,41558.4
HP,WindowsOS,AMD Processor,Notebook,AMD,8,0,2.04,2048,0,0,15.6,100.0,33513.119999999995
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.62,0,512,0,15.6,282.0,89457.12
Lenovo,WindowsOS,Intel Core i5,Notebook,Nvidia,4,0,2.4,1024,0,0,15.6,141.0,32447.52
HP,WindowsOS,Intel Core i7,Gaming,AMD,12,0,3.74,1024,0,1,17.3,127.0,93186.72
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.9,1024,512,0,17.3,127.0,128671.2
Samsung,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,0.81,0,256,0,13.3,166.0,79866.72
Dell,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,1.98,1024,0,0,15.6,141.0,51202.08
Dell,WindowsOS,Intel Core i5,Notebook,AMD,8,0,2.18,0,256,0,15.6,141.0,42081.0768
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.32,0,256,0,14.0,157.0,99047.52
Razer,WindowsOS,Intel Core i7,Ultrabook,Intel,16,1,1.29,0,512,1,13.3,331.0,95850.72
HP,OtherOS,Other Intel Processor,Notebook,Intel,4,0,1.23,0,0,0,11.6,135.0,20512.8
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.36,1024,128,1,17.3,127.0,133467.4656
Dell,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.76,512,0,0,14.0,112.0,40226.4
Lenovo,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.1,512,0,0,15.6,100.0,26101.872
Toshiba,WindowsOS,Intel Core i5,Ultrabook,Intel,4,0,1.25,0,128,0,14.0,112.0,58075.2
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.13,0,512,1,14.0,157.0,133146.72
MSI,WindowsOS,Intel Core i5,Gaming,Nvidia,8,0,2.4,0,256,0,15.6,141.0,63882.72
Lenovo,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.13,0,0,1,14.0,157.0,99900.0
Toshiba,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.75,0,128,0,14.0,112.0,26586.72
Asus,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.1,0,256,0,13.3,166.0,72354.23999999999
Dell,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.76,512,0,0,14.0,112.0,31168.8
Acer,OtherOS,Other Intel Processor,Notebook,Intel,4,0,1.35,0,0,1,11.6,135.0,18914.4
Acer,WindowsOS,Intel Core i3,Notebook,Intel,8,0,1.5,0,128,1,14.0,157.0,32980.32
Razer,WindowsOS,Intel Core i7,Gaming,Nvidia,32,1,3.49,0,512,0,17.3,255.0,292986.72
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,16,0,1.1,0,512,1,14.0,210.0,111834.72
Asus,LinuxOS,Intel Core i5,Notebook,Nvidia,4,0,2.1,1024,0,0,15.6,141.0,27652.32
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.7,0,256,0,14.0,157.0,63190.08
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.32,0,256,1,14.0,157.0,87912.0
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,3.21,1024,256,0,15.6,141.0,147832.28639999998
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.9,1024,256,0,17.3,127.0,128884.32
Toshiba,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.0,512,0,0,15.6,100.0,35644.32
Lenovo,OtherOS,Other Intel Processor,Notebook,Intel,4,0,1.5,0,0,0,14.0,112.0,17316.0
Asus,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.3,128,0,0,15.6,141.0,31435.2
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.73,1024,512,0,17.3,127.0,95850.72
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,32,0,4.42,1024,512,1,17.3,127.0,163723.57919999998
HP,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,2.63,1024,0,0,17.3,106.0,48484.8
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.18,0,128,0,15.6,100.0,38041.3872
HP,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.54,0,512,0,14.0,157.0,99633.6
Dell,WindowsOS,Intel Core i7,Notebook,AMD,4,0,2.18,0,256,0,15.6,141.0,39373.92
HP,OtherOS,Other Intel Processor,Convertible,Intel,4,1,1.4,0,0,0,11.6,135.0,32767.2
Asus,WindowsOS,Intel Core i5,Ultrabook,Nvidia,8,0,1.45,0,512,1,13.3,166.0,54665.28
HP,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.28,0,256,0,13.3,166.0,121318.56
HP,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.54,0,512,0,14.0,157.0,78215.04
HP,OtherOS,Other Intel Processor,Notebook,Intel,4,0,1.86,0,128,0,15.6,100.0,15930.72
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.1,1024,128,0,15.6,141.0,101178.72
Dell,LinuxOS,Intel Core i7,Notebook,AMD,8,0,2.83,1024,0,0,17.3,127.0,46087.2
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Nvidia,8,0,1.96,0,256,1,14.0,157.0,101391.84
Asus,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.3,0,256,1,15.6,141.0,41931.36
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.9,0,128,0,15.6,141.0,50349.6
Asus,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,2.0,1024,0,0,15.6,100.0,23922.72
HP,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.28,0,256,0,13.3,166.0,136343.52
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,1,1.62,1024,0,0,13.3,166.0,34578.72
Lenovo,OtherOS,Intel Core i3,Notebook,Intel,4,0,2.2,1024,0,0,15.6,141.0,24988.32
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.3,1024,0,1,15.6,141.0,45323.1648
HP,WindowsOS,Intel Core i5,Notebook,AMD,8,0,1.84,0,256,0,15.6,141.0,71874.72
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.05,0,128,0,13.3,166.0,68464.8
Lenovo,OtherOS,Intel Core i5,Gaming,Nvidia,8,0,2.5,1024,0,1,15.6,141.0,54185.76
Dell,WindowsOS,Intel Core i7,Ultrabook,Intel,16,1,1.29,0,512,0,13.3,276.0,119347.2
HP,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.07,512,0,0,15.6,141.0,48484.8
Toshiba,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.2,0,256,0,13.3,118.0,58341.6
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.37,0,256,1,13.3,166.0,103896.0
Acer,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.56,0,256,1,14.0,157.0,48058.56
Dell,WindowsOS,Intel Core i7,Workstation,Nvidia,8,0,2.23,1024,0,0,15.6,141.0,94731.84
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.38,512,0,0,15.6,100.0,56210.4
Lenovo,OtherOS,Intel Core i3,Notebook,AMD,4,0,2.2,1024,0,0,15.6,141.0,25521.12
Toshiba,WindowsOS,Intel Core i7,Notebook,Intel,8,0,2.0,0,256,1,15.6,141.0,73952.64
Lenovo,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.44,0,128,1,13.3,166.0,39160.8
Samsung,WindowsOS,Intel Core i7,Ultrabook,Nvidia,16,0,1.23,0,256,0,15.6,141.0,98514.72
Dell,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.6,0,256,0,13.3,166.0,90043.2
Asus,LinuxOS,Other Intel Processor,Notebook,Intel,4,0,2.0,1024,0,0,15.6,100.0,21258.1872
Xiaomi,WindowsOS,Intel Core i5,Ultrabook,Nvidia,8,0,1.28,0,256,1,13.3,166.0,49816.8
Dell,WindowsOS,Intel Core i5,Notebook,Nvidia,4,0,2.18,1024,128,0,15.6,141.0,48618.0
HP,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.04,0,256,0,15.6,141.0,44701.92
HP,WindowsOS,Intel Core i5,Convertible,Intel,4,1,1.28,0,256,0,13.3,166.0,90576.0
HP,WindowsOS,Intel Core i5,Convertible,Intel,4,1,2.3,512,0,0,15.6,100.0,36486.14399999999
Asus,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.65,0,0,0,14.0,112.0,18541.44
Lenovo,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.2,1024,0,1,15.6,141.0,35644.32
Dell,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,2.2,512,0,0,15.6,100.0,19660.32
HP,WindowsOS,Intel Core i5,Convertible,Intel,4,1,1.28,0,256,0,13.3,166.0,95850.72
Dell,LinuxOS,Intel Core i3,Notebook,AMD,4,0,2.18,1024,0,0,15.6,100.0,24279.696
Asus,WindowsOS,Intel Core i5,Gaming,Nvidia,12,0,2.2,1024,128,0,17.3,127.0,72988.272
Acer,OtherOS,Other Intel Processor,Notebook,Intel,4,0,1.25,0,0,1,11.6,135.0,15824.16
Lenovo,WindowsOS,AMD Processor,Notebook,AMD,4,0,2.8,512,0,0,17.3,106.0,20193.12
HP,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.95,0,128,0,14.0,157.0,67399.2
HP,WindowsOS,Intel Core i7,Convertible,Intel,16,1,1.42,0,256,0,13.3,276.0,74538.72
Samsung,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.17,0,256,0,15.6,141.0,90522.72
Lenovo,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.32,0,256,1,14.0,157.0,95850.72
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.43,2048,512,1,17.3,255.0,141138.72
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.05,0,256,0,13.3,166.0,78588.0
Dell,LinuxOS,Intel Core i7,Gaming,Nvidia,8,0,2.62,1024,0,0,15.6,141.0,49497.12
HP,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.04,1024,0,0,15.6,141.0,47952.0
Dell,WindowsOS,Intel Core i3,Notebook,AMD,4,0,2.18,1024,0,0,15.6,100.0,32713.92
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.9,512,0,0,15.6,141.0,49816.8
Dell,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.24,0,512,0,13.3,276.0,107257.968
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,32,0,3.58,0,256,1,17.3,127.0,68145.12
Dell,WindowsOS,Intel Core i7,Convertible,Intel,16,1,1.22,0,256,0,13.3,166.0,87858.72
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.13,0,0,1,14.0,157.0,109170.72
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.95,0,512,1,15.6,141.0,104588.1072
LG,WindowsOS,Intel Core i7,Ultrabook,Intel,16,1,1.08,0,512,1,15.6,141.0,111834.72
HP,WindowsOS,Intel Core i7,Notebook,Intel,8,0,1.26,0,512,0,13.3,166.0,79014.23999999999
Acer,OtherOS,Other Intel Processor,Notebook,Intel,4,0,2.2,0,0,1,15.6,141.0,19127.52
Lenovo,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,2.6,1024,128,1,15.6,141.0,42037.92
LG,WindowsOS,Intel Core i7,Ultrabook,Intel,8,1,0.98,0,512,1,14.0,157.0,101178.72
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.6,0,256,0,14.0,157.0,64202.4
HP,WindowsOS,Other Intel Processor,Ultrabook,Intel,8,1,1.09,0,256,0,13.3,331.0,165168.0
Lenovo,WindowsOS,Intel Core i7,Notebook,Nvidia,6,0,2.2,0,256,0,15.6,141.0,42037.92
HP,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.04,0,256,0,15.6,141.0,54291.78719999999
Acer,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.4,1024,0,0,15.6,141.0,26586.72
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.44,0,128,0,13.3,166.0,46939.68
HP,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.49,0,256,0,13.3,166.0,51148.8
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.7,1024,256,0,17.3,127.0,85194.72
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.6,1024,128,0,15.6,141.0,71874.72
MSI,WindowsOS,Intel Core i5,Gaming,Nvidia,8,0,2.2,1024,128,0,15.6,141.0,59668.804800000005
Dell,WindowsOS,Intel Core i5,Notebook,AMD,4,0,2.18,1024,0,0,15.6,100.0,36496.2672
HP,WindowsOS,Intel Core i7,Ultrabook,AMD,8,0,1.84,0,256,0,15.6,141.0,69103.62719999999
HP,WindowsOS,Intel Core i7,Ultrabook,Intel,8,1,1.39,0,256,0,13.3,276.0,61218.72
Toshiba,WindowsOS,Intel Core i7,Notebook,Nvidia,16,0,2.4,0,256,1,15.6,141.0,105228.0
Lenovo,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.37,0,512,1,13.3,166.0,97236.0
Dell,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.95,512,0,0,15.6,100.0,38889.072
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.36,0,256,1,13.3,166.0,87912.0
HP,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.31,0,256,0,15.6,141.0,62071.2
Dell,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.18,1024,0,0,15.6,100.0,37725.4368
HP,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.95,512,0,0,14.0,112.0,61218.72
Lenovo,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,2.2,1024,0,0,15.6,100.0,16463.52
HP,WindowsOS,Intel Core i5,Ultrabook,Intel,4,0,1.26,512,0,0,13.3,166.0,84129.12
HP,OtherOS,Other Intel Processor,Notebook,Intel,4,0,1.86,1024,0,0,15.6,100.0,15392.592
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,16,1,1.3,0,1024,1,13.3,276.0,95850.72
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.47,0,128,1,14.0,157.0,58874.4
HP,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.26,0,256,0,13.3,166.0,88924.31999999999
Dell,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.18,1024,0,0,15.6,100.0,29762.208
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.2,1024,128,0,15.6,141.0,63882.72
Dell,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.36,0,256,0,14.0,157.0,87325.92
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.36,1024,512,0,17.3,170.0,146946.24
HP,WindowsOS,Intel Core i5,Gaming,Nvidia,8,0,2.75,1024,128,1,17.3,127.0,74538.72
Asus,WindowsOS,Other Intel Processor,Notebook,Nvidia,4,0,2.8,1024,0,0,17.3,106.0,28238.4
Acer,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.23,512,0,0,15.6,100.0,32980.32
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.2,0,256,0,15.6,100.0,59620.32
Lenovo,WindowsOS,Other Intel Processor,Convertible,Intel,8,1,1.1,0,256,1,11.6,190.0,69210.72
Lenovo,WindowsOS,AMD Processor,Gaming,AMD,16,0,2.5,1024,512,1,15.6,141.0,53226.72
Dell,WindowsOS,Intel Core i5,Ultrabook,Intel,8,1,1.36,0,256,0,13.3,166.0,78438.816
Lenovo,OtherOS,Intel Core i7,Notebook,Nvidia,8,0,2.2,1024,0,0,15.6,141.0,36496.8
Dell,WindowsOS,Intel Core i3,Notebook,AMD,4,0,2.36,1024,0,0,17.3,106.0,35111.52
Acer,OtherOS,Other Intel Processor,Notebook,Intel,4,0,1.68,0,0,0,14.0,112.0,18594.72
HP,WindowsOS,Intel Core i7,Workstation,Nvidia,8,0,2.0,0,8,1,15.6,141.0,119826.72
Dell,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.36,0,256,0,14.0,157.0,94572.0
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.2,0,256,0,13.3,166.0,77788.8
Asus,OtherOS,Other Intel Processor,Convertible,Intel,8,0,1.2,0,0,0,13.3,166.0,61751.52
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.7,0,256,1,14.0,157.0,79333.3872
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.36,1024,512,1,17.3,255.0,168045.12
Dell,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.24,0,256,0,13.3,166.0,101178.72
HP,WindowsOS,Other Intel Processor,Convertible,Intel,4,1,1.45,0,256,0,11.6,135.0,41292.0
Dell,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.3,0,256,0,13.3,276.0,67559.04
Acer,OtherOS,Other Intel Processor,Convertible,Intel,4,1,1.25,0,0,1,11.6,135.0,20725.92
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.2,0,256,0,13.3,166.0,81784.8
Lenovo,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.36,0,256,1,13.3,166.0,93772.8
Acer,WindowsOS,Intel Core i5,Notebook,Nvidia,12,0,2.4,1024,128,0,15.6,141.0,53759.52
Toshiba,WindowsOS,Intel Core i7,Ultrabook,Intel,8,1,1.1,0,512,0,13.3,166.0,95371.2
HP,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,2.04,1024,0,0,15.6,100.0,45101.52
Dell,LinuxOS,Intel Core i3,Notebook,AMD,4,0,2.25,1024,0,0,15.6,100.0,24808.2336
Dell,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.9,512,0,0,15.6,100.0,43956.0
HP,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.04,512,0,0,15.6,141.0,36496.8
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,32,0,4.42,1024,256,1,17.3,127.0,167778.72
Lenovo,WindowsOS,Intel Core i5,Notebook,Nvidia,6,0,2.4,0,256,0,15.6,141.0,37029.6
Dell,WindowsOS,Intel Core i7,Convertible,Intel,16,1,1.22,0,512,0,13.3,276.0,101178.72
Dell,WindowsOS,Intel Core i7,Ultrabook,Intel,8,1,1.5,0,256,0,14.0,210.0,104587.57439999998
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,32,0,4.42,1024,256,0,17.3,127.0,149184.0
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.95,0,256,0,14.0,157.0,62870.4
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.73,1024,256,0,17.3,127.0,109218.672
HP,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,2.04,1024,128,1,15.6,141.0,52161.12
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.7,0,0,0,14.0,112.0,53386.56
